Subject,Run,task,Movement_RelativeRMS_mean
355239,rfMRI_REST1_RL,0,0.118748
355239,rfMRI_REST2_LR,0,
355239,rfMRI_REST2_RL,0,
355239,tfMRI_MOTOR_RL,4,0.146737
355239,tfMRI_MOTOR_LR,4,0.160429
355239,tfMRI_WM_RL,7,0.142233
355239,tfMRI_WM_LR,7,0.128116
355239,tfMRI_EMOTION_RL,1,0.159142
355239,tfMRI_EMOTION_LR,1,0.163733
355239,tfMRI_GAMBLING_RL,2,0.131537
355239,tfMRI_GAMBLING_LR,2,0.142753
355239,tfMRI_LANGUAGE_RL,3,0.144536
355239,tfMRI_LANGUAGE_LR,3,0.135458
355239,tfMRI_RELATIONAL_RL,5,0.153981
355239,tfMRI_RELATIONAL_LR,5,0.125673
355239,tfMRI_SOCIAL_RL,6,0.143319
355239,tfMRI_SOCIAL_LR,6,0.182664
355542,rfMRI_REST1_LR,0,
355542,rfMRI_REST1_RL,0,
355542,rfMRI_REST2_LR,0,
355542,rfMRI_REST2_RL,0,
355542,tfMRI_MOTOR_RL,4,
355542,tfMRI_MOTOR_LR,4,
355542,tfMRI_WM_RL,7,
355542,tfMRI_WM_LR,7,
355542,tfMRI_EMOTION_RL,1,
355542,tfMRI_EMOTION_LR,1,
355542,tfMRI_GAMBLING_RL,2,
355542,tfMRI_GAMBLING_LR,2,
355542,tfMRI_LANGUAGE_RL,3,
355542,tfMRI_LANGUAGE_LR,3,
355542,tfMRI_RELATIONAL_RL,5,
355542,tfMRI_RELATIONAL_LR,5,
355542,tfMRI_SOCIAL_RL,6,
355542,tfMRI_SOCIAL_LR,6,
355845,rfMRI_REST1_LR,0,
355845,rfMRI_REST1_RL,0,
355845,rfMRI_REST2_LR,0,
355845,rfMRI_REST2_RL,0,
355845,tfMRI_MOTOR_RL,4,
355845,tfMRI_MOTOR_LR,4,
355845,tfMRI_WM_RL,7,
355845,tfMRI_WM_LR,7,
355845,tfMRI_EMOTION_RL,1,
355845,tfMRI_EMOTION_LR,1,
355845,tfMRI_GAMBLING_RL,2,
355845,tfMRI_GAMBLING_LR,2,
355845,tfMRI_LANGUAGE_RL,3,
355845,tfMRI_LANGUAGE_LR,3,
355845,tfMRI_RELATIONAL_RL,5,
355845,tfMRI_RELATIONAL_LR,5,
355845,tfMRI_SOCIAL_RL,6,
355845,tfMRI_SOCIAL_LR,6,
356948,rfMRI_REST1_LR,0,0.0711096
356948,rfMRI_REST1_RL,0,0.0489712
356948,rfMRI_REST2_LR,0,0.0772767
356948,rfMRI_REST2_RL,0,0.0817619
356948,tfMRI_MOTOR_RL,4,0.059138
356948,tfMRI_MOTOR_LR,4,0.0697706
356948,tfMRI_WM_RL,7,0.0558303
356948,tfMRI_WM_LR,7,0.0600327
356948,tfMRI_EMOTION_RL,1,0.0609157
356948,tfMRI_EMOTION_LR,1,0.0766299
356948,tfMRI_GAMBLING_RL,2,0.0588362
356948,tfMRI_GAMBLING_LR,2,0.0634491
356948,tfMRI_LANGUAGE_RL,3,0.06054
356948,tfMRI_LANGUAGE_LR,3,0.062355
356948,tfMRI_RELATIONAL_RL,5,0.0638998
356948,tfMRI_RELATIONAL_LR,5,0.0724047
356948,tfMRI_SOCIAL_RL,6,0.0517052
356948,tfMRI_SOCIAL_LR,6,0.0630127
358144,rfMRI_REST1_LR,0,0.0815586
358144,rfMRI_REST1_RL,0,0.0817453
358144,rfMRI_REST2_LR,0,0.0678227
358144,rfMRI_REST2_RL,0,0.0701992
358144,tfMRI_MOTOR_RL,4,0.0659905
358144,tfMRI_MOTOR_LR,4,0.0737099
358144,tfMRI_WM_RL,7,0.0780571
358144,tfMRI_WM_LR,7,0.0717371
358144,tfMRI_EMOTION_RL,1,0.0649812
358144,tfMRI_EMOTION_LR,1,0.0761325
358144,tfMRI_GAMBLING_RL,2,0.0743723
358144,tfMRI_GAMBLING_LR,2,0.0751648
358144,tfMRI_LANGUAGE_RL,3,0.081161
358144,tfMRI_LANGUAGE_LR,3,0.0635513
358144,tfMRI_RELATIONAL_RL,5,0.0741808
358144,tfMRI_RELATIONAL_LR,5,0.0699454
358144,tfMRI_SOCIAL_RL,6,0.0798483
358144,tfMRI_SOCIAL_LR,6,0.102621
360030,rfMRI_REST1_LR,0,0.0795323
360030,rfMRI_REST1_RL,0,0.079328
360030,rfMRI_REST2_LR,0,0.0873054
360030,rfMRI_REST2_RL,0,0.0874924
360030,tfMRI_MOTOR_RL,4,0.0995607
360030,tfMRI_MOTOR_LR,4,0.0901794
360030,tfMRI_WM_RL,7,0.0782042
360030,tfMRI_WM_LR,7,0.0813675
360030,tfMRI_EMOTION_RL,1,0.0796639
360030,tfMRI_EMOTION_LR,1,0.0970878
360030,tfMRI_GAMBLING_RL,2,0.0768586
360030,tfMRI_GAMBLING_LR,2,0.0776585
360030,tfMRI_LANGUAGE_RL,3,0.079553
360030,tfMRI_LANGUAGE_LR,3,0.0912168
360030,tfMRI_RELATIONAL_RL,5,0.0807547
360030,tfMRI_RELATIONAL_LR,5,0.0845933
360030,tfMRI_SOCIAL_RL,6,0.0858732
360030,tfMRI_SOCIAL_LR,6,0.0854825
361234,rfMRI_REST1_LR,0,0.0551969
361234,rfMRI_REST1_RL,0,0.0534731
361234,rfMRI_REST2_LR,0,0.0643432
361234,rfMRI_REST2_RL,0,0.0663217
361234,tfMRI_MOTOR_RL,4,0.068321
361234,tfMRI_MOTOR_LR,4,0.0549049
361234,tfMRI_WM_RL,7,0.0612338
361234,tfMRI_WM_LR,7,0.0547533
361234,tfMRI_EMOTION_RL,1,0.0640121
361234,tfMRI_EMOTION_LR,1,0.0610086
361234,tfMRI_GAMBLING_RL,2,0.0603725
361234,tfMRI_GAMBLING_LR,2,0.0506454
361234,tfMRI_LANGUAGE_RL,3,0.0787774
361234,tfMRI_LANGUAGE_LR,3,0.0891779
361234,tfMRI_RELATIONAL_RL,5,0.0796296
361234,tfMRI_RELATIONAL_LR,5,0.0643248
361234,tfMRI_SOCIAL_RL,6,0.0737782
361234,tfMRI_SOCIAL_LR,6,0.0658091
361941,rfMRI_REST1_LR,0,0.0600332
361941,rfMRI_REST1_RL,0,0.0512812
361941,rfMRI_REST2_LR,0,0.0586669
361941,rfMRI_REST2_RL,0,0.055944
361941,tfMRI_MOTOR_RL,4,0.0965789
361941,tfMRI_MOTOR_LR,4,0.0739305
361941,tfMRI_WM_RL,7,0.0551775
361941,tfMRI_WM_LR,7,0.0652163
361941,tfMRI_EMOTION_RL,1,0.0820045
361941,tfMRI_EMOTION_LR,1,0.0741302
361941,tfMRI_GAMBLING_RL,2,0.0673054
361941,tfMRI_GAMBLING_LR,2,0.0825585
361941,tfMRI_LANGUAGE_RL,3,0.065968
361941,tfMRI_LANGUAGE_LR,3,0.0695682
361941,tfMRI_RELATIONAL_RL,5,0.0562675
361941,tfMRI_RELATIONAL_LR,5,0.0624845
361941,tfMRI_SOCIAL_RL,6,0.0594365
361941,tfMRI_SOCIAL_LR,6,0.0584873
362034,rfMRI_REST1_LR,0,0.275836
362034,rfMRI_REST1_RL,0,0.216998
362034,rfMRI_REST2_LR,0,
362034,rfMRI_REST2_RL,0,
362034,tfMRI_MOTOR_RL,4,0.132583
362034,tfMRI_MOTOR_LR,4,0.152019
362034,tfMRI_WM_RL,7,0.143967
362034,tfMRI_WM_LR,7,0.138639
362034,tfMRI_EMOTION_RL,1,
362034,tfMRI_EMOTION_LR,1,
362034,tfMRI_GAMBLING_RL,2,0.112667
362034,tfMRI_GAMBLING_LR,2,0.166929
362034,tfMRI_LANGUAGE_RL,3,
362034,tfMRI_LANGUAGE_LR,3,
362034,tfMRI_RELATIONAL_RL,5,
362034,tfMRI_RELATIONAL_LR,5,
362034,tfMRI_SOCIAL_RL,6,
362034,tfMRI_SOCIAL_LR,6,
365343,rfMRI_REST1_LR,0,0.0522725
365343,rfMRI_REST1_RL,0,0.0588298
365343,rfMRI_REST2_LR,0,0.0663892
365343,rfMRI_REST2_RL,0,0.059313
365343,tfMRI_MOTOR_RL,4,0.0720788
365343,tfMRI_MOTOR_LR,4,0.0778514
365343,tfMRI_WM_RL,7,0.0646295
365343,tfMRI_WM_LR,7,0.0674283
365343,tfMRI_EMOTION_RL,1,0.0818121
365343,tfMRI_EMOTION_LR,1,0.0837733
365343,tfMRI_GAMBLING_RL,2,0.0525717
365343,tfMRI_GAMBLING_LR,2,0.0702591
365343,tfMRI_LANGUAGE_RL,3,0.0741542
365343,tfMRI_LANGUAGE_LR,3,0.104062
365343,tfMRI_RELATIONAL_RL,5,0.0870043
365343,tfMRI_RELATIONAL_LR,5,0.0861671
365343,tfMRI_SOCIAL_RL,6,0.0842521
365343,tfMRI_SOCIAL_LR,6,0.0933152
366042,rfMRI_REST1_LR,0,0.0697724
366042,rfMRI_REST1_RL,0,0.0695789
366042,rfMRI_REST2_LR,0,0.077224
366042,rfMRI_REST2_RL,0,0.0782645
366042,tfMRI_MOTOR_RL,4,0.0792808
366042,tfMRI_MOTOR_LR,4,0.0719936
366042,tfMRI_WM_RL,7,0.0757726
366042,tfMRI_WM_LR,7,0.0623192
366042,tfMRI_EMOTION_RL,1,0.0810922
366042,tfMRI_EMOTION_LR,1,0.0826187
366042,tfMRI_GAMBLING_RL,2,0.0744
366042,tfMRI_GAMBLING_LR,2,0.0637753
366042,tfMRI_LANGUAGE_RL,3,0.0728099
366042,tfMRI_LANGUAGE_LR,3,0.0976088
366042,tfMRI_RELATIONAL_RL,5,0.0876602
366042,tfMRI_RELATIONAL_LR,5,0.082896
366042,tfMRI_SOCIAL_RL,6,0.102116
366042,tfMRI_SOCIAL_LR,6,0.0893406
366446,rfMRI_REST1_LR,0,0.214447
366446,rfMRI_REST1_RL,0,0.145772
366446,rfMRI_REST2_LR,0,0.176113
366446,rfMRI_REST2_RL,0,0.219034
366446,tfMRI_MOTOR_RL,4,0.0844241
366446,tfMRI_MOTOR_LR,4,0.14154
366446,tfMRI_WM_RL,7,0.173445
366446,tfMRI_WM_LR,7,0.196979
366446,tfMRI_EMOTION_RL,1,0.107823
366446,tfMRI_EMOTION_LR,1,0.109852
366446,tfMRI_GAMBLING_RL,2,0.0665533
366446,tfMRI_GAMBLING_LR,2,0.146762
366446,tfMRI_LANGUAGE_RL,3,0.120609
366446,tfMRI_LANGUAGE_LR,3,0.0828761
366446,tfMRI_RELATIONAL_RL,5,0.104248
366446,tfMRI_RELATIONAL_LR,5,0.095031
366446,tfMRI_SOCIAL_RL,6,0.144191
366446,tfMRI_SOCIAL_LR,6,0.113376
368551,rfMRI_REST1_LR,0,0.0958041
368551,rfMRI_REST1_RL,0,0.0719211
368551,rfMRI_REST2_LR,0,0.0570749
368551,rfMRI_REST2_RL,0,0.0676607
368551,tfMRI_MOTOR_RL,4,0.0700175
368551,tfMRI_MOTOR_LR,4,
368551,tfMRI_WM_RL,7,0.0628176
368551,tfMRI_WM_LR,7,0.0840314
368551,tfMRI_EMOTION_RL,1,0.0691193
368551,tfMRI_EMOTION_LR,1,0.0651926
368551,tfMRI_GAMBLING_RL,2,0.0842154
368551,tfMRI_GAMBLING_LR,2,0.0943182
368551,tfMRI_LANGUAGE_RL,3,0.0747314
368551,tfMRI_LANGUAGE_LR,3,0.0756938
368551,tfMRI_RELATIONAL_RL,5,0.0636361
368551,tfMRI_RELATIONAL_LR,5,0.0719196
368551,tfMRI_SOCIAL_RL,6,0.0586979
368551,tfMRI_SOCIAL_LR,6,0.0698422
368753,rfMRI_REST1_LR,0,0.0999833
368753,rfMRI_REST1_RL,0,0.105737
368753,rfMRI_REST2_LR,0,0.113534
368753,rfMRI_REST2_RL,0,0.130588
368753,tfMRI_MOTOR_RL,4,0.130021
368753,tfMRI_MOTOR_LR,4,0.150956
368753,tfMRI_WM_RL,7,0.15145
368753,tfMRI_WM_LR,7,0.137478
368753,tfMRI_EMOTION_RL,1,0.127466
368753,tfMRI_EMOTION_LR,1,0.142969
368753,tfMRI_GAMBLING_RL,2,0.131444
368753,tfMRI_GAMBLING_LR,2,0.164649
368753,tfMRI_LANGUAGE_RL,3,0.13754
368753,tfMRI_LANGUAGE_LR,3,0.153579
368753,tfMRI_RELATIONAL_RL,5,0.114127
368753,tfMRI_RELATIONAL_LR,5,0.173523
368753,tfMRI_SOCIAL_RL,6,0.134932
368753,tfMRI_SOCIAL_LR,6,0.120535
371843,rfMRI_REST1_LR,0,0.0983177
371843,rfMRI_REST1_RL,0,0.11557
371843,rfMRI_REST2_LR,0,0.0733013
371843,rfMRI_REST2_RL,0,0.0812447
371843,tfMRI_MOTOR_RL,4,0.0946404
371843,tfMRI_MOTOR_LR,4,0.0824065
371843,tfMRI_WM_RL,7,0.0818185
371843,tfMRI_WM_LR,7,0.0789802
371843,tfMRI_EMOTION_RL,1,0.0759262
371843,tfMRI_EMOTION_LR,1,0.0763245
371843,tfMRI_GAMBLING_RL,2,0.0926389
371843,tfMRI_GAMBLING_LR,2,0.0949153
371843,tfMRI_LANGUAGE_RL,3,0.082417
371843,tfMRI_LANGUAGE_LR,3,0.106527
371843,tfMRI_RELATIONAL_RL,5,0.0778895
371843,tfMRI_RELATIONAL_LR,5,0.0628699
371843,tfMRI_SOCIAL_RL,6,0.0863299
371843,tfMRI_SOCIAL_LR,6,0.079307
376247,rfMRI_REST1_LR,0,0.0647074
376247,rfMRI_REST1_RL,0,0.0520844
376247,rfMRI_REST2_LR,0,0.0751939
376247,rfMRI_REST2_RL,0,0.0813445
376247,tfMRI_MOTOR_RL,4,0.0752724
376247,tfMRI_MOTOR_LR,4,0.0785485
376247,tfMRI_WM_RL,7,0.069406
376247,tfMRI_WM_LR,7,0.0591578
376247,tfMRI_EMOTION_RL,1,0.0547379
376247,tfMRI_EMOTION_LR,1,0.0964501
376247,tfMRI_GAMBLING_RL,2,0.0538532
376247,tfMRI_GAMBLING_LR,2,0.0820713
376247,tfMRI_LANGUAGE_RL,3,0.0703491
376247,tfMRI_LANGUAGE_LR,3,0.072181
376247,tfMRI_RELATIONAL_RL,5,0.0636467
376247,tfMRI_RELATIONAL_LR,5,0.0505422
376247,tfMRI_SOCIAL_RL,6,0.0574581
376247,tfMRI_SOCIAL_LR,6,0.0770306
377451,rfMRI_REST1_LR,0,0.0566861
377451,rfMRI_REST1_RL,0,0.0576074
377451,rfMRI_REST2_LR,0,0.059367
377451,rfMRI_REST2_RL,0,0.0649685
377451,tfMRI_MOTOR_RL,4,0.0625245
377451,tfMRI_MOTOR_LR,4,0.0632628
377451,tfMRI_WM_RL,7,0.076045
377451,tfMRI_WM_LR,7,0.0786481
377451,tfMRI_EMOTION_RL,1,0.0774237
377451,tfMRI_EMOTION_LR,1,0.0619992
377451,tfMRI_GAMBLING_RL,2,0.0685536
377451,tfMRI_GAMBLING_LR,2,0.0590601
377451,tfMRI_LANGUAGE_RL,3,0.0902402
377451,tfMRI_LANGUAGE_LR,3,0.0747367
377451,tfMRI_RELATIONAL_RL,5,0.092886
377451,tfMRI_RELATIONAL_LR,5,0.0985391
377451,tfMRI_SOCIAL_RL,6,0.0715812
377451,tfMRI_SOCIAL_LR,6,0.0735624
378756,rfMRI_REST1_LR,0,0.165232
378756,rfMRI_REST1_RL,0,0.145575
378756,rfMRI_REST2_LR,0,0.145311
378756,rfMRI_REST2_RL,0,0.129696
378756,tfMRI_MOTOR_RL,4,0.136859
378756,tfMRI_MOTOR_LR,4,0.161112
378756,tfMRI_WM_RL,7,0.13065
378756,tfMRI_WM_LR,7,0.139962
378756,tfMRI_EMOTION_RL,1,0.143498
378756,tfMRI_EMOTION_LR,1,0.159143
378756,tfMRI_GAMBLING_RL,2,0.13001
378756,tfMRI_GAMBLING_LR,2,0.124902
378756,tfMRI_LANGUAGE_RL,3,0.141541
378756,tfMRI_LANGUAGE_LR,3,0.148258
378756,tfMRI_RELATIONAL_RL,5,0.146066
378756,tfMRI_RELATIONAL_LR,5,0.152676
378756,tfMRI_SOCIAL_RL,6,0.12972
378756,tfMRI_SOCIAL_LR,6,0.137841
378857,rfMRI_REST1_LR,0,0.0810305
378857,rfMRI_REST1_RL,0,0.0716003
378857,rfMRI_REST2_LR,0,0.0821653
378857,rfMRI_REST2_RL,0,0.0759265
378857,tfMRI_MOTOR_RL,4,0.0712926
378857,tfMRI_MOTOR_LR,4,0.0942975
378857,tfMRI_WM_RL,7,0.0611392
378857,tfMRI_WM_LR,7,0.0735351
378857,tfMRI_EMOTION_RL,1,0.0730278
378857,tfMRI_EMOTION_LR,1,0.0692694
378857,tfMRI_GAMBLING_RL,2,0.065912
378857,tfMRI_GAMBLING_LR,2,0.0648913
378857,tfMRI_LANGUAGE_RL,3,0.066219
378857,tfMRI_LANGUAGE_LR,3,0.0766508
378857,tfMRI_RELATIONAL_RL,5,0.0699681
378857,tfMRI_RELATIONAL_LR,5,0.0674232
378857,tfMRI_SOCIAL_RL,6,0.0761666
378857,tfMRI_SOCIAL_LR,6,0.0689978
379657,rfMRI_REST1_LR,0,0.0637005
379657,rfMRI_REST1_RL,0,0.0623808
379657,rfMRI_REST2_LR,0,0.0776634
379657,rfMRI_REST2_RL,0,0.0661176
379657,tfMRI_MOTOR_RL,4,0.100058
379657,tfMRI_MOTOR_LR,4,0.0790234
379657,tfMRI_WM_RL,7,0.0850879
379657,tfMRI_WM_LR,7,0.0778865
379657,tfMRI_EMOTION_RL,1,0.0816308
379657,tfMRI_EMOTION_LR,1,0.0734453
379657,tfMRI_GAMBLING_RL,2,0.0791732
379657,tfMRI_GAMBLING_LR,2,0.068838
379657,tfMRI_LANGUAGE_RL,3,0.0844104
379657,tfMRI_LANGUAGE_LR,3,0.0931232
379657,tfMRI_RELATIONAL_RL,5,0.0806554
379657,tfMRI_RELATIONAL_LR,5,0.0982373
379657,tfMRI_SOCIAL_RL,6,0.0700175
379657,tfMRI_SOCIAL_LR,6,0.0861029
380036,rfMRI_REST1_LR,0,0.084598
380036,rfMRI_REST1_RL,0,0.0845374
380036,rfMRI_REST2_LR,0,0.095919
380036,rfMRI_REST2_RL,0,0.0862172
380036,tfMRI_MOTOR_RL,4,0.0820938
380036,tfMRI_MOTOR_LR,4,0.0760804
380036,tfMRI_WM_RL,7,0.0852274
380036,tfMRI_WM_LR,7,0.0866878
380036,tfMRI_EMOTION_RL,1,0.0776238
380036,tfMRI_EMOTION_LR,1,0.0910842
380036,tfMRI_GAMBLING_RL,2,0.0671576
380036,tfMRI_GAMBLING_LR,2,0.0729239
380036,tfMRI_LANGUAGE_RL,3,0.079748
380036,tfMRI_LANGUAGE_LR,3,0.0881366
380036,tfMRI_RELATIONAL_RL,5,0.0746502
380036,tfMRI_RELATIONAL_LR,5,0.086182
380036,tfMRI_SOCIAL_RL,6,0.0903928
380036,tfMRI_SOCIAL_LR,6,0.0770849
381038,rfMRI_REST1_LR,0,0.0945922
381038,rfMRI_REST1_RL,0,0.0627168
381038,rfMRI_REST2_LR,0,0.0704202
381038,rfMRI_REST2_RL,0,0.0577275
381038,tfMRI_MOTOR_RL,4,0.0773035
381038,tfMRI_MOTOR_LR,4,0.0805306
381038,tfMRI_WM_RL,7,0.0723704
381038,tfMRI_WM_LR,7,0.0845859
381038,tfMRI_EMOTION_RL,1,0.0508342
381038,tfMRI_EMOTION_LR,1,0.0551661
381038,tfMRI_GAMBLING_RL,2,0.0799272
381038,tfMRI_GAMBLING_LR,2,0.0740351
381038,tfMRI_LANGUAGE_RL,3,0.0558958
381038,tfMRI_LANGUAGE_LR,3,0.0616575
381038,tfMRI_RELATIONAL_RL,5,0.0571111
381038,tfMRI_RELATIONAL_LR,5,0.0578364
381038,tfMRI_SOCIAL_RL,6,0.0587999
381038,tfMRI_SOCIAL_LR,6,0.0620496
381543,rfMRI_REST1_LR,0,0.0628681
381543,rfMRI_REST1_RL,0,0.0555865
381543,rfMRI_REST2_LR,0,0.0691084
381543,rfMRI_REST2_RL,0,0.062872
381543,tfMRI_MOTOR_RL,4,0.0621478
381543,tfMRI_MOTOR_LR,4,0.0688303
381543,tfMRI_WM_RL,7,0.0510809
381543,tfMRI_WM_LR,7,0.0538241
381543,tfMRI_EMOTION_RL,1,0.0752956
381543,tfMRI_EMOTION_LR,1,0.0597824
381543,tfMRI_GAMBLING_RL,2,0.0499552
381543,tfMRI_GAMBLING_LR,2,0.0511198
381543,tfMRI_LANGUAGE_RL,3,0.0568054
381543,tfMRI_LANGUAGE_LR,3,0.0686865
381543,tfMRI_RELATIONAL_RL,5,0.0724201
381543,tfMRI_RELATIONAL_LR,5,0.0655614
381543,tfMRI_SOCIAL_RL,6,0.061092
381543,tfMRI_SOCIAL_LR,6,0.0685015
382242,rfMRI_REST1_LR,0,0.183575
382242,rfMRI_REST1_RL,0,0.181516
382242,rfMRI_REST2_LR,0,0.187917
382242,rfMRI_REST2_RL,0,0.178626
382242,tfMRI_MOTOR_RL,4,0.20551
382242,tfMRI_MOTOR_LR,4,0.224008
382242,tfMRI_WM_RL,7,0.178223
382242,tfMRI_WM_LR,7,0.185136
382242,tfMRI_EMOTION_RL,1,0.167842
382242,tfMRI_EMOTION_LR,1,0.166609
382242,tfMRI_GAMBLING_RL,2,0.183082
382242,tfMRI_GAMBLING_LR,2,0.205629
382242,tfMRI_LANGUAGE_RL,3,0.167859
382242,tfMRI_LANGUAGE_LR,3,0.168261
382242,tfMRI_RELATIONAL_RL,5,0.158592
382242,tfMRI_RELATIONAL_LR,5,0.180916
382242,tfMRI_SOCIAL_RL,6,0.169417
382242,tfMRI_SOCIAL_LR,6,0.153678
385046,rfMRI_REST1_LR,0,0.0511656
385046,rfMRI_REST1_RL,0,0.0527889
385046,rfMRI_REST2_LR,0,0.0458448
385046,rfMRI_REST2_RL,0,0.0436965
385046,tfMRI_MOTOR_RL,4,0.0699786
385046,tfMRI_MOTOR_LR,4,0.0622759
385046,tfMRI_WM_RL,7,0.0523137
385046,tfMRI_WM_LR,7,0.0545677
385046,tfMRI_EMOTION_RL,1,0.0431328
385046,tfMRI_EMOTION_LR,1,0.046268
385046,tfMRI_GAMBLING_RL,2,0.0519598
385046,tfMRI_GAMBLING_LR,2,0.0545388
385046,tfMRI_LANGUAGE_RL,3,0.0435748
385046,tfMRI_LANGUAGE_LR,3,0.0460083
385046,tfMRI_RELATIONAL_RL,5,0.0466809
385046,tfMRI_RELATIONAL_LR,5,0.0474333
385046,tfMRI_SOCIAL_RL,6,0.0386258
385046,tfMRI_SOCIAL_LR,6,0.0390028
385450,rfMRI_REST1_LR,0,0.113357
385450,rfMRI_REST1_RL,0,0.0906441
385450,rfMRI_REST2_LR,0,0.0988566
385450,rfMRI_REST2_RL,0,0.0879599
385450,tfMRI_MOTOR_RL,4,0.125356
385450,tfMRI_MOTOR_LR,4,0.123306
385450,tfMRI_WM_RL,7,0.101005
385450,tfMRI_WM_LR,7,0.117305
385450,tfMRI_EMOTION_RL,1,0.0813501
385450,tfMRI_EMOTION_LR,1,0.0942078
385450,tfMRI_GAMBLING_RL,2,0.0917591
385450,tfMRI_GAMBLING_LR,2,0.0874689
385450,tfMRI_LANGUAGE_RL,3,0.0858742
385450,tfMRI_LANGUAGE_LR,3,0.0803889
385450,tfMRI_RELATIONAL_RL,5,0.0877443
385450,tfMRI_RELATIONAL_LR,5,0.0950603
385450,tfMRI_SOCIAL_RL,6,0.0756726
385450,tfMRI_SOCIAL_LR,6,0.0925953
386250,rfMRI_REST1_LR,0,0.0610627
386250,rfMRI_REST1_RL,0,0.0513726
386250,rfMRI_REST2_LR,0,0.0607717
386250,rfMRI_REST2_RL,0,0.0734807
386250,tfMRI_MOTOR_RL,4,0.0687015
386250,tfMRI_MOTOR_LR,4,0.0797305
386250,tfMRI_WM_RL,7,0.0630876
386250,tfMRI_WM_LR,7,0.0592771
386250,tfMRI_EMOTION_RL,1,0.0737278
386250,tfMRI_EMOTION_LR,1,0.0548946
386250,tfMRI_GAMBLING_RL,2,0.0598155
386250,tfMRI_GAMBLING_LR,2,0.0657582
386250,tfMRI_LANGUAGE_RL,3,0.0589074
386250,tfMRI_LANGUAGE_LR,3,0.0802601
386250,tfMRI_RELATIONAL_RL,5,0.0543702
386250,tfMRI_RELATIONAL_LR,5,0.0640765
386250,tfMRI_SOCIAL_RL,6,0.0608221
386250,tfMRI_SOCIAL_LR,6,0.0787658
387959,rfMRI_REST1_LR,0,0.089307
387959,rfMRI_REST1_RL,0,0.0900061
387959,rfMRI_REST2_LR,0,0.0820649
387959,rfMRI_REST2_RL,0,0.0941819
387959,tfMRI_MOTOR_RL,4,0.120717
387959,tfMRI_MOTOR_LR,4,0.116962
387959,tfMRI_WM_RL,7,0.0809869
387959,tfMRI_WM_LR,7,0.0839819
387959,tfMRI_EMOTION_RL,1,0.0943395
387959,tfMRI_EMOTION_LR,1,0.0979861
387959,tfMRI_GAMBLING_RL,2,0.0882077
387959,tfMRI_GAMBLING_LR,2,0.0772498
387959,tfMRI_LANGUAGE_RL,3,0.0937472
387959,tfMRI_LANGUAGE_LR,3,0.123519
387959,tfMRI_RELATIONAL_RL,5,0.0862689
387959,tfMRI_RELATIONAL_LR,5,0.106432
387959,tfMRI_SOCIAL_RL,6,0.133119
387959,tfMRI_SOCIAL_LR,6,0.125718
389357,rfMRI_REST1_LR,0,0.0914125
389357,rfMRI_REST1_RL,0,0.0888402
389357,rfMRI_REST2_LR,0,0.101648
389357,rfMRI_REST2_RL,0,0.115143
389357,tfMRI_MOTOR_RL,4,0.116097
389357,tfMRI_MOTOR_LR,4,0.124619
389357,tfMRI_WM_RL,7,0.108237
389357,tfMRI_WM_LR,7,0.119178
389357,tfMRI_EMOTION_RL,1,0.111573
389357,tfMRI_EMOTION_LR,1,0.102852
389357,tfMRI_GAMBLING_RL,2,0.0966147
389357,tfMRI_GAMBLING_LR,2,0.0935556
389357,tfMRI_LANGUAGE_RL,3,0.122901
389357,tfMRI_LANGUAGE_LR,3,0.115249
389357,tfMRI_RELATIONAL_RL,5,0.132564
389357,tfMRI_RELATIONAL_LR,5,0.119022
389357,tfMRI_SOCIAL_RL,6,0.123455
389357,tfMRI_SOCIAL_LR,6,0.0968529
390645,rfMRI_REST1_LR,0,0.107613
390645,rfMRI_REST1_RL,0,0.105085
390645,rfMRI_REST2_LR,0,0.123855
390645,rfMRI_REST2_RL,0,0.169122
390645,tfMRI_MOTOR_RL,4,0.136417
390645,tfMRI_MOTOR_LR,4,0.13807
390645,tfMRI_WM_RL,7,0.102511
390645,tfMRI_WM_LR,7,0.106605
390645,tfMRI_EMOTION_RL,1,0.104932
390645,tfMRI_EMOTION_LR,1,0.115567
390645,tfMRI_GAMBLING_RL,2,0.105795
390645,tfMRI_GAMBLING_LR,2,0.0953538
390645,tfMRI_LANGUAGE_RL,3,0.124223
390645,tfMRI_LANGUAGE_LR,3,0.10582
390645,tfMRI_RELATIONAL_RL,5,0.116988
390645,tfMRI_RELATIONAL_LR,5,0.15005
390645,tfMRI_SOCIAL_RL,6,0.114109
390645,tfMRI_SOCIAL_LR,6,0.120729
391748,rfMRI_REST1_LR,0,0.0788367
391748,rfMRI_REST1_RL,0,0.0731602
391748,rfMRI_REST2_LR,0,0.108189
391748,rfMRI_REST2_RL,0,0.0680497
391748,tfMRI_MOTOR_RL,4,0.114334
391748,tfMRI_MOTOR_LR,4,0.118714
391748,tfMRI_WM_RL,7,0.0881356
391748,tfMRI_WM_LR,7,0.0853738
391748,tfMRI_EMOTION_RL,1,0.0661108
391748,tfMRI_EMOTION_LR,1,0.0755161
391748,tfMRI_GAMBLING_RL,2,0.0830906
391748,tfMRI_GAMBLING_LR,2,0.0812676
391748,tfMRI_LANGUAGE_RL,3,0.0705877
391748,tfMRI_LANGUAGE_LR,3,0.1071
391748,tfMRI_RELATIONAL_RL,5,0.0780464
391748,tfMRI_RELATIONAL_LR,5,0.0831197
